District_code,District_name,Week,Learning_Modality,Operational_Schools,Student_Count,City,State,ZIP_Code
1704680,Aurora East USD 131,2022 Dec 25 12:00:00 AM,In Person,20,"13,571",Aurora,IL,60505
1704710,Aurora West USD 129,2022 Dec 25 12:00:00 AM,In Person,17,"11,841",Aurora,IL,60506
1704770,Central CHSD 71,2022 Dec 25 12:00:00 AM,In Person,1,619,Breese,IL,62230
1704920,Ball Chatham CUSD 5,2022 Dec 25 12:00:00 AM,In Person,6,"4,760",Chatham,IL,62629
1705050,Barrington CUSD 220,2022 Dec 25 12:00:00 AM,In Person,12,"8,557",Barrington,IL,60010
1705190,Bartonville SD 66,2022 Dec 25 12:00:00 AM,In Person,1,324,Bartonville,IL,61607
1705220,Batavia USD 101,2022 Dec 25 12:00:00 AM,In Person,8,"5,527",Batavia,IL,60510
1705430,Beecher CUSD 200U,2022 Dec 25 12:00:00 AM,In Person,3,"1,077",Beecher,IL,60401
1705466,Marseilles ESD 150,2022 Dec 25 12:00:00 AM,In Person,1,523,Marseilles,IL,61341
1705580,Belle Valley SD 119,2022 Dec 25 12:00:00 AM,In Person,1,"1,053",Belleville,IL,62220
1705610,Belleville SD 118,2022 Dec 25 12:00:00 AM,In Person,11,"3,669",Belleville,IL,62220
1705760,Bellwood SD 88,2022 Dec 25 12:00:00 AM,In Person,7,"2,392",Bellwood,IL,60104
1711100,Crab Orchard CUSD 3,2022 Dec 25 12:00:00 AM,In Person,2,521,Marion,IL,62959
1711220,Creston CCSD 161,2022 Dec 25 12:00:00 AM,In Person,1,92,Creston,IL,60113
1711250,Crete Monee CUSD 201U,2022 Dec 25 12:00:00 AM,In Person,9,"4,496",Crete,IL,60417
1711290,Creve Coeur SD 76,2022 Dec 25 12:00:00 AM,In Person,2,527,Creve Coeur,IL,61610
1711350,Crystal Lake CCSD 47,2022 Dec 25 12:00:00 AM,In Person,13,"7,340",Crystal Lake,IL,60014
1711370,CHSD 155,2022 Dec 25 12:00:00 AM,In Person,5,"5,777",Crystal Lake,IL,60014
1711520,Cypress SD 64,2022 Dec 25 12:00:00 AM,In Person,1,120,Cypress,IL,62923
1711610,Dakota CUSD 201,2022 Dec 25 12:00:00 AM,In Person,2,821,Dakota,IL,61018
1711790,Danville CCSD 118,2022 Dec 25 12:00:00 AM,In Person,12,"5,351",Danville,IL,61832
1711850,Decatur SD 61,2022 Dec 25 12:00:00 AM,In Person,19,"8,756",Decatur,IL,62523
1711910,Deer Park CCSD 82,2022 Dec 25 12:00:00 AM,In Person,1,79,Ottawa,IL,61350
1711980,Deerfield SD 109,2022 Dec 25 12:00:00 AM,In Person,6,"2,889",Deerfield,IL,60015
1712000,DeKalb CUSD 428,2022 Dec 25 12:00:00 AM,In Person,12,"6,579",Dekalb,IL,60115
1712030,Deland-Weldon CUSD 57,2022 Dec 25 12:00:00 AM,In Person,3,199,De Land,IL,61839
1712060,Delavan CUSD 703,2022 Dec 25 12:00:00 AM,In Person,3,479,Delavan,IL,61734
1712090,DePue USD 103,2022 Dec 25 12:00:00 AM,In Person,2,358,DePue,IL,61322
1712120,CCSD 62,2022 Dec 25 12:00:00 AM,In Person,11,"4,448",Des Plaines,IL,60016
1712150,DeSoto Cons SD 86,2022 Dec 25 12:00:00 AM,In Person,1,215,De Soto,IL,62924
1712210,Diamond Lake SD 76,2022 Dec 25 12:00:00 AM,In Person,3,918,Mundelein,IL,60060
1712240,Dieterich CUSD 30,2022 Dec 25 12:00:00 AM,In Person,2,558,Dieterich,IL,62424
1717800,Gurnee SD 56,2022 Dec 25 12:00:00 AM,In Person,4,"1,966",Gurnee,IL,60031
1717850,Northbrook ESD 27,2022 Dec 25 12:00:00 AM,In Person,3,"1,279",Northbrook,IL,60062
1718030,Hall HSD 502,2022 Dec 25 12:00:00 AM,In Person,1,419,Spring Valley,IL,61362
1718090,Hampton SD 29,2022 Dec 25 12:00:00 AM,In Person,1,228,Hampton,IL,61256
1718200,Hardin County CUSD 1,2022 Dec 25 12:00:00 AM,In Person,3,521,Elizabethtown,IL,62931
1718240,Harlem UD 122,2022 Dec 25 12:00:00 AM,In Person,11,"6,366",Machesney Park,IL,61115
1718270,Harrisburg CUSD 3,2022 Dec 25 12:00:00 AM,In Person,4,"1,866",Harrisburg,IL,62946
1718390,Hartsburg Emden CUSD 21,2022 Dec 25 12:00:00 AM,In Person,2,202,Hartsburg,IL,62643
1718420,Harvard CUSD 50,2022 Dec 25 12:00:00 AM,In Person,5,"2,683",Harvard,IL,60033
1718450,Harvey SD 152,2022 Dec 25 12:00:00 AM,In Person,6,"1,809",Harvey,IL,60426
1718480,W Harvey-Dixmoor PSD 147,2022 Dec 25 12:00:00 AM,In Person,3,888,Harvey,IL,60426
1718570,Hawthorn CCSD 73,2022 Dec 25 12:00:00 AM,In Person,9,"3,941",Vernon Hills,IL,60061
1718600,Hazel Crest SD 152-5,2022 Dec 25 12:00:00 AM,In Person,2,891,Hazel Crest,IL,60429
1718870,Heyworth CUSD 4,2022 Dec 25 12:00:00 AM,In Person,2,938,Heyworth,IL,61745
1718960,High Mount SD 116,2022 Dec 25 12:00:00 AM,In Person,1,375,Swansea,IL,62226
1718990,Highland CUSD 5,2022 Dec 25 12:00:00 AM,In Person,6,"2,862",Highland,IL,62249
1719080,Twp HSD 113,2022 Dec 25 12:00:00 AM,In Person,2,"3,467",Highland Park,IL,60035
1719110,LaGrange Highlands SD 106,2022 Dec 25 12:00:00 AM,In Person,2,926,La Grange Highlands,IL,60525
1719230,Hillside SD 93,2022 Dec 25 12:00:00 AM,In Person,1,435,Hillside,IL,60162
1719260,Hinckley Big Rock CUSD 429,2022 Dec 25 12:00:00 AM,In Person,3,717,Hinckley,IL,60520
1724870,Marshall CUSD 2C,2022 Dec 25 12:00:00 AM,In Person,4,"1,267",Marshall,IL,62441
1724940,Mascoutah CUD 19,2022 Dec 25 12:00:00 AM,In Person,5,"4,153",Mascoutah,IL,62258
1725000,Massac UD 1,2022 Dec 25 12:00:00 AM,In Person,7,"2,036",Metropolis,IL,62960
1725020,Matteson ESD 162,2022 Dec 25 12:00:00 AM,In Person,7,"2,561",Richton Park,IL,60471
1725050,Mattoon CUSD 2,2022 Dec 25 12:00:00 AM,In Person,5,"3,142",Mattoon,IL,61938
1725110,Maywood-Melrose Park-Broadview 89,2022 Dec 25 12:00:00 AM,In Person,9,"4,690",Melrose Park,IL,60160
1725260,McClellan CCSD 12,2022 Dec 25 12:00:00 AM,In Person,1,56,Mount Vernon,IL,62864
1725290,McHenry CCSD 15,2022 Dec 25 12:00:00 AM,In Person,8,"4,334",McHenry,IL,60050
1725500,Medinah SD 11,2022 Dec 25 12:00:00 AM,In Person,3,692,Roselle,IL,60172
1725590,CUSD 4,2022 Dec 25 12:00:00 AM,In Person,3,654,Mendon,IL,62351
1725620,Mendota CCSD 289,2022 Dec 25 12:00:00 AM,In Person,3,"1,081",Mendota,IL,61342
1725650,Mendota Twp HSD 280,2022 Dec 25 12:00:00 AM,In Person,1,522,Mendota,IL,61342
1725680,Meredosia-Chambersburg CUSD 11,2022 Dec 25 12:00:00 AM,In Person,3,200,Meredosia,IL,62665
1725740,Metamora CCSD 1,2022 Dec 25 12:00:00 AM,In Person,1,909,Metamora,IL,61548
1725770,County of Woodford School,2022 Dec 25 12:00:00 AM,In Person,1,952,Metamora,IL,61548
1725920,Midlothian SD 143,2022 Dec 25 12:00:00 AM,In Person,4,"1,732",Midlothian,IL,60445
1726100,Millburn CCSD 24,2022 Dec 25 12:00:00 AM,In Person,2,"1,203",Old Mill Creek,IL,60083
1726180,Fairfield Comm H S Dist 225,2022 Dec 25 12:00:00 AM,In Person,1,419,Fairfield,IL,62837
1726190,Millstadt CCSD 160,2022 Dec 25 12:00:00 AM,In Person,2,759,Millstadt,IL,62260
1726250,Miller Twp CCSD 210,2022 Dec 25 12:00:00 AM,In Person,1,168,Marseilles,IL,61341
1731740,Plainfield SD 202,2022 Dec 25 12:00:00 AM,In Person,30,"26,033",Plainfield,IL,60544
1731770,Plano CUSD 88,2022 Dec 25 12:00:00 AM,In Person,5,"2,353",Plano,IL,60545
1731950,Pleasant Valley SD 62,2022 Dec 25 12:00:00 AM,In Person,2,517,Peoria,IL,61604
1732100,Polo CUSD 222,2022 Dec 25 12:00:00 AM,In Person,3,555,Polo,IL,61064
1732190,Pontiac-W Holliday SD 105,2022 Dec 25 12:00:00 AM,In Person,2,688,Fairview Heights,IL,62208
1732220,Pontiac Twp HSD 90,2022 Dec 25 12:00:00 AM,In Person,1,662,Pontiac,IL,61764
1732370,Posen-Robbins ESD 143-5,2022 Dec 25 12:00:00 AM,In Person,5,"1,398",Posen,IL,60469
1732520,Prairie Grove CSD 46,2022 Dec 25 12:00:00 AM,In Person,2,713,Crystal Lake,IL,60014
1732550,Prairie Hill CCSD 133,2022 Dec 25 12:00:00 AM,In Person,2,735,South Beloit,IL,61080
1732580,Adlai E Stevenson HSD 125,2022 Dec 25 12:00:00 AM,In Person,2,"4,271",Lincolnshire,IL,60069
1732670,Princeton ESD 115,2022 Dec 25 12:00:00 AM,In Person,5,"1,158",Princeton,IL,61356
1732850,Prospect Heights SD 23,2022 Dec 25 12:00:00 AM,In Person,4,"1,480",Prospect Heights,IL,60070
1732910,Proviso Twp HSD 209,2022 Dec 25 12:00:00 AM,In Person,3,"4,244",Forest Park,IL,60130
1732960,Putnam County CUSD 535,2022 Dec 25 12:00:00 AM,In Person,4,844,Granville,IL,61326
1733000,Quincy SD 172,2022 Dec 25 12:00:00 AM,In Person,9,"6,502",Quincy,IL,62301
1733030,Raccoon Cons SD 1,2022 Dec 25 12:00:00 AM,In Person,1,247,Centralia,IL,62801
1733090,Ramsey CUSD 204,2022 Dec 25 12:00:00 AM,In Person,2,432,Ramsey,IL,62080
1733240,Rantoul Township HSD 193,2022 Dec 25 12:00:00 AM,In Person,1,784,Rantoul,IL,61866
1733300,Red Bud CUSD 132,2022 Dec 25 12:00:00 AM,In Person,2,"1,044",Red Bud,IL,62278
1733380,Reed Custer CUSD 255U,2022 Dec 25 12:00:00 AM,In Person,3,"1,341",Braidwood,IL,60408
1739180,Tonica CCSD 79,2022 Dec 25 12:00:00 AM,In Person,1,138,Tonica,IL,61370
1739390,Tremont CUSD 702,2022 Dec 25 12:00:00 AM,In Person,3,"1,008",Tremont,IL,61568
1739420,Wesclin CUSD 3,2022 Dec 25 12:00:00 AM,In Person,4,"1,375",Trenton,IL,62293
1739450,Tri City CUSD 1,2022 Dec 25 12:00:00 AM,In Person,3,547,Buffalo,IL,62515
1739480,Tri Point CUSD 6-J,2022 Dec 25 12:00:00 AM,In Person,3,354,Kempton,IL,60946
1739510,Troy CCSD 30C,2022 Dec 25 12:00:00 AM,In Person,7,"4,195",Plainfield,IL,60586
1739600,Tuscola CUSD 301,2022 Dec 25 12:00:00 AM,In Person,3,987,Tuscola,IL,61953
1739630,Century CUSD 100,2022 Dec 25 12:00:00 AM,In Person,2,371,Ullin,IL,62992
1739660,Union SD 81,2022 Dec 25 12:00:00 AM,In Person,1,105,Joliet,IL,60433
1739780,Union Ridge SD 86,2022 Dec 25 12:00:00 AM,In Person,1,661,Harwood Heights,IL,60706
1739960,Urbana SD 116,2022 Dec 25 12:00:00 AM,In Person,11,"4,424",Urbana,IL,61803
1740070,Valley View CUSD 365U,2022 Dec 25 12:00:00 AM,In Person,20,"15,979",Romeoville,IL,60446
1740200,Venice CUSD 3,2022 Dec 25 12:00:00 AM,In Person,1,88,Venice,IL,62090
1740260,Vienna SD 55,2022 Dec 25 12:00:00 AM,In Person,1,386,Vienna,IL,62995
1740290,Vienna HSD 133,2022 Dec 25 12:00:00 AM,In Person,1,362,Vienna,IL,62995
1740320,Villa Grove CUSD 302,2022 Dec 25 12:00:00 AM,In Person,3,635,Villa Grove,IL,61956
1740350,SD 45 DuPage County,2022 Dec 25 12:00:00 AM,In Person,8,"3,306",Villa Park,IL,60181
1740410,Virginia CUSD 64,2022 Dec 25 12:00:00 AM,In Person,2,301,Virginia,IL,62691
1740440,CHSD 94,2022 Dec 25 12:00:00 AM,In Person,1,"1,952",West Chicago,IL,60185
1740470,Wabash CUSD 348,2022 Dec 25 12:00:00 AM,In Person,4,"1,513",Mount Carmel,IL,62863
1800205,Dynamic Minds Academy,2022 Dec 25 12:00:00 AM,In Person,1,113,Indianapolis,IN,46250
1800210,Attica Consolidated School Corp,2022 Dec 25 12:00:00 AM,In Person,2,629,Attica,IN,47918
1800212,Borden-Henryville School Corp,2022 Dec 25 12:00:00 AM,In Person,4,0,Sellersburg,IN,47172
1800213,Silver Creek School Corporation,2022 Dec 25 12:00:00 AM,In Person,4,0,Sellersburg,IN,47172
1800240,South Dearborn Community Sch Corp,2022 Dec 25 12:00:00 AM,In Person,6,"2,214",Aurora,IN,47001
1800270,Avon Community School Corp,2022 Dec 25 12:00:00 AM,In Person,12,"9,871",Avon,IN,46123
1800360,Bartholomew Con School Corp,2022 Dec 25 12:00:00 AM,In Person,17,"11,499",Columbus,IN,47201
1800390,Batesville Community School Corp,2022 Dec 25 12:00:00 AM,In Person,4,"2,215",Batesville,IN,47006
1800420,Baugo Community Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,911",Elkhart,IN,46517
1800450,Beech Grove City Schools,2022 Dec 25 12:00:00 AM,In Person,5,"2,939",Beech Grove,IN,46107
1800480,Benton Community School Corp,2022 Dec 25 12:00:00 AM,In Person,4,"1,731",Fowler,IN,47944
1800570,Blackford County Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,572",Hartford City,IN,47348
1800630,Monroe County Community Sch Corp,2022 Dec 25 12:00:00 AM,In Person,24,"11,182",Bloomington,IN,47401
1800660,Blue River Valley Schools,2022 Dec 25 12:00:00 AM,In Person,2,655,Mount Summit,IN,47361
1800690,North Harrison Com School Corp,2022 Dec 25 12:00:00 AM,In Person,4,"2,194",Ramsey,IN,47166
1800720,MSD Bluffton-Harrison,2022 Dec 25 12:00:00 AM,In Person,3,"1,652",Bluffton,IN,46714
1800900,Bremen Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,"1,462",Bremen,IN,46506
1800960,Brown County School Corporation,2022 Dec 25 12:00:00 AM,In Person,6,"1,858",Nashville,IN,47448
1801020,Brownsburg Community School Corp,2022 Dec 25 12:00:00 AM,In Person,11,"9,453",Brownsburg,IN,46112
1801050,Brownstown Cnt Com Sch Corp,2022 Dec 25 12:00:00 AM,In Person,3,"1,581",Brownstown,IN,47220
1800205,Dynamic Minds Academy,2022 Dec 25 12:00:00 AM,In Person,1,113,Indianapolis,IN,46250
1800210,Attica Consolidated School Corp,2022 Dec 25 12:00:00 AM,In Person,3,796,Loogootee,IN,47553
1806080,MSD Warren County,2022 Dec 25 12:00:00 AM,In Person,4,"1,304",Williamsport,IN,47993
1806090,Maconaquah School Corp,2022 Dec 25 12:00:00 AM,In Person,4,"2,160",Bunker Hill,IN,46914
1806120,Madison Consolidated Schools,2022 Dec 25 12:00:00 AM,In Person,7,"2,791",Madison,IN,47250
1806390,Marion Community Schools,2022 Dec 25 12:00:00 AM,In Person,9,"3,878",Marion,IN,46953
1806510,MSD Martinsville Schools,2022 Dec 25 12:00:00 AM,In Person,10,"4,340",Martinsville,IN,46151
1806570,Michigan City Area Schools,2022 Dec 25 12:00:00 AM,In Person,12,"5,474",Michigan City,IN,46360
1806630,Milan Community Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,033",Milan,IN,47031
1806660,Mill Creek Community Sch Corp,2022 Dec 25 12:00:00 AM,In Person,5,"1,534",Clayton,IN,46118
1806840,School City of Mishawaka,2022 Dec 25 12:00:00 AM,In Person,10,"5,329",Mishawaka,IN,46544
1806870,Mississinewa Community School Corp,2022 Dec 25 12:00:00 AM,In Person,5,"2,529",Gas City,IN,46933
1807020,Cowan Community School Corp,2022 Dec 25 12:00:00 AM,In Person,2,804,Muncie,IN,47302
1807080,Monroe Central School Corp,2022 Dec 25 12:00:00 AM,In Person,2,"1,090",Parker City,IN,47368
1807140,Mooresville Con School Corp,2022 Dec 25 12:00:00 AM,In Person,7,"4,412",Mooresville,IN,46158
1807230,Yorktown Community Schools,2022 Dec 25 12:00:00 AM,In Person,4,"2,685",Yorktown,IN,47396
1807260,Mt Vernon Community School Corp,2022 Dec 25 12:00:00 AM,In Person,6,"4,338",Fortville,IN,46040
1807290,MSD Mount Vernon,2022 Dec 25 12:00:00 AM,In Person,5,"2,032",Mount Vernon,IN,47620
1807320,Muncie Community Schools,2022 Dec 25 12:00:00 AM,In Person,11,"5,073",Muncie,IN,47303
1807350,School Town of Munster,2022 Dec 25 12:00:00 AM,In Person,5,"4,206",Munster,IN,46321
1811910,Union-North United School Corp,2022 Dec 25 12:00:00 AM,In Person,2,"1,281",Lakeville,IN,46536
1811970,Valparaiso Community Schools,2022 Dec 25 12:00:00 AM,In Person,12,"6,278",Valparaiso,IN,46385
1812060,Crothersville Community Schools,2022 Dec 25 12:00:00 AM,In Person,2,439,Crothersville,IN,47229
1812090,Vigo County School Corp,2022 Dec 25 12:00:00 AM,In Person,28,"14,642",Terre Haute,IN,47807
1812120,Vincennes Community School Corp,2022 Dec 25 12:00:00 AM,In Person,7,"2,709",Vincennes,IN,47591
1812150,Wabash City Schools,2022 Dec 25 12:00:00 AM,In Person,3,"1,599",Wabash,IN,46992
1812360,MSD Warren Township,2022 Dec 25 12:00:00 AM,In Person,15,"11,830",Indianapolis,IN,46219
1812390,Warrick County School Corp,2022 Dec 25 12:00:00 AM,In Person,18,"10,162",Boonville,IN,47601
1812420,Warsaw Community Schools,2022 Dec 25 12:00:00 AM,In Person,11,"6,957",Warsaw,IN,46580
1812720,MSD Washington Township,2022 Dec 25 12:00:00 AM,In Person,14,"11,157",Indianapolis,IN,46240
1812810,MSD Wayne Township,2022 Dec 25 12:00:00 AM,In Person,18,"16,915",Indianapolis,IN,46241
1812880,Frankton-Lapel Community Schools,2022 Dec 25 12:00:00 AM,In Person,5,"3,156",Anderson,IN,46011
1812900,West Noble School Corporation,2022 Dec 25 12:00:00 AM,In Person,4,"2,267",Ligonier,IN,46767
1812930,West Washington School Corp,2022 Dec 25 12:00:00 AM,In Person,2,899,Campbellsburg,IN,47108
1812990,Western Boone Co Com Sch Dist,2022 Dec 25 12:00:00 AM,In Person,3,"1,732",Thorntown,IN,46071
1813080,Westfield-Washington Schools,2022 Dec 25 12:00:00 AM,In Person,9,"8,435",Westfield,IN,46074
1813110,Westview School Corporation,2022 Dec 25 12:00:00 AM,In Person,5,"2,292",Topeka,IN,46571
1813200,School City of Whiting,2022 Dec 25 12:00:00 AM,In Person,3,"1,245",Whiting,IN,46394
1813230,Whitko Community School Corp,2022 Dec 25 12:00:00 AM,In Person,4,"1,314",Larwill,IN,46764
1900006,North Fayette Valley Comm School District,2022 Dec 25 12:00:00 AM,In Person,5,"1,128",West Union,IA,52175
1909540,Dunkerton Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,428,Dunkerton,IA,50626
1909570,Boyer Valley Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,433,Dunlap,IA,51529
1909600,Durant Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,663,Durant,IA,52747
1910130,Easton Valley Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,478,Preston,IA,52069
1910340,River Valley Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,391,Correctionville,IA,51016
1910350,East Union Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,552,Afton,IA,50830
1910500,Edgewood-Colesburg Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,529,Edgewood,IA,52042
1910690,Eldora-New Providence Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,574,Eldora,IA,50627
1910950,Emmetsburg Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,826,Emmetsburg,IA,50536
1910980,English Valleys Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,472,North English,IA,52316
1911070,Estherville Lincoln Central Com Sch Dist,2022 Dec 25 12:00:00 AM,In Person,3,"1,313",Estherville,IA,51334
1911250,Exira-Elk Horn- Kimballton Comm Sch Dist,2022 Dec 25 12:00:00 AM,In Person,2,400,Elk Horn,IA,51531
1911340,Fairfield Comm School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,640",Fairfield,IA,52556
1911790,Forest City Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,159",Forest City,IA,50436
1911820,Fort Dodge Comm School District,2022 Dec 25 12:00:00 AM,In Person,7,"3,841",Fort Dodge,IA,50501
1911850,Fort Madison Comm School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,881",Fort Madison,IA,52627
1912120,Fremont-Mills Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,527,Tabor,IA,51653
1912230,Galva-Holstein Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,450,Holstein,IA,51025
1912480,George-Little Rock Comm School District,2022 Dec 25 12:00:00 AM,In Person,4,412,George,IA,51237
1912510,Gilbert Comm School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,591",Gilbert,IA,50105
1921720,Olin Consolidated School District,2022 Dec 25 12:00:00 AM,In Person,1,88,Olin,IA,52320
1921810,Orient-Macksburg Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,161,Orient,IA,50858
1921870,Oskaloosa Comm School District,2022 Dec 25 12:00:00 AM,In Person,4,"2,196",Oskaloosa,IA,52577
1922110,Ottumwa Comm School District,2022 Dec 25 12:00:00 AM,In Person,9,"4,713",Ottumwa,IA,52501
1922440,Pekin Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,719,Packwood,IA,52580
1922470,Pella Comm School District,2022 Dec 25 12:00:00 AM,In Person,5,"2,471",Pella,IA,50219
1922530,Perry Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,780",Perry,IA,50220
1923110,Pleasant Valley Comm School District,2022 Dec 25 12:00:00 AM,In Person,7,"5,244",Bettendorf,IA,52722
1923160,Pleasantville Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,738,Pleasantville,IA,50225
1923190,Pocahontas Area Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,721,Pocahontas,IA,50574
1923340,Postville Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,767,Postville,IA,52162
1924000,Red Oak Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,075",Red Oak,IA,51566
1924120,Remsen-Union Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,336,Remsen,IA,51050
1924870,Roland-Story Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,139",Story City,IA,50248
1924960,Rudd-Rockford-Marble Rk Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,439,Rockford,IA,50468
1925320,Saydel Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,"1,413",Des Moines,IA,50313
1925380,Schaller-Crestland Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,401,Schaller,IA,51053
1925410,Schleswig Comm School District,2022 Dec 25 12:00:00 AM,In Person,2,185,Schleswig,IA,51461
1925590,Sergeant Bluff-Luton Comm School District,2022 Dec 25 12:00:00 AM,In Person,4,"1,709",Sergeant Bluff,IA,51054
1925920,West Fork Comm School District,2022 Dec 25 12:00:00 AM,In Person,3,738,Rockwell,IA,50469
2003430,Argonia Public Schools,2022 Dec 25 12:00:00 AM,In Person,2,169,Argonia,KS,67004
2003450,Arkansas City,2022 Dec 25 12:00:00 AM,In Person,8,"2,900",Arkansas City,KS,67005
2003480,Northeast,2022 Dec 25 12:00:00 AM,In Person,2,499,Arma,KS,66712
2003510,Ashland,2022 Dec 25 12:00:00 AM,In Person,3,213,Ashland,KS,67831
2003540,Atchison Public Schools,2022 Dec 25 12:00:00 AM,In Person,4,"1,726",Atchison,KS,66002
2003570,Attica,2022 Dec 25 12:00:00 AM,In Person,2,167,Attica,KS,67009
2003630,Augusta,2022 Dec 25 12:00:00 AM,In Person,6,"2,114",Augusta,KS,67010
2003720,Baldwin City,2022 Dec 25 12:00:00 AM,In Person,4,"1,390",Baldwin City,KS,66006
2003780,Basehor-Linwood,2022 Dec 25 12:00:00 AM,In Person,5,"2,832",Basehor,KS,66007
2003870,Beloit,2022 Dec 25 12:00:00 AM,In Person,2,806,Beloit,KS,67420
2003900,Belle Plaine,2022 Dec 25 12:00:00 AM,In Person,3,639,Belle Plaine,KS,67013
2003960,Twin Valley,2022 Dec 25 12:00:00 AM,In Person,4,572,Bennington,KS,67422
2004020,Otis-Bison,2022 Dec 25 12:00:00 AM,In Person,3,253,Otis,KS,67565
2004050,Bonner Springs,2022 Dec 25 12:00:00 AM,In Person,5,"2,764",Bonner Springs,KS,66012
2004080,Brewster,2022 Dec 25 12:00:00 AM,In Person,2,115,Brewster,KS,67732
2004140,Bucklin,2022 Dec 25 12:00:00 AM,In Person,2,247,Bucklin,KS,67834
2004170,Altoona-Midway,2022 Dec 25 12:00:00 AM,In Person,2,181,Buffalo,KS,66717
2004200,Buhler,2022 Dec 25 12:00:00 AM,In Person,5,"2,398",Buhler,KS,67522
2004230,Central,2022 Dec 25 12:00:00 AM,In Person,2,321,Burden,KS,67019
2004260,Burlingame Public School,2022 Dec 25 12:00:00 AM,In Person,2,292,Burlingame,KS,66413
2008070,Kingman - Norwich,2022 Dec 25 12:00:00 AM,In Person,7,915,Kingman,KS,67068
2008100,Kinsley-Offerle,2022 Dec 25 12:00:00 AM,In Person,2,336,Kinsley,KS,67547
2008130,South Barber,2022 Dec 25 12:00:00 AM,In Person,2,234,Kiowa,KS,67070
2008220,LaCrosse,2022 Dec 25 12:00:00 AM,In Person,3,278,La Crosse,KS,67548
2008250,Prairie View,2022 Dec 25 12:00:00 AM,In Person,4,895,LaCygne,KS,66040
2008310,Fairfield,2022 Dec 25 12:00:00 AM,In Person,1,312,Langdon,KS,67583
2008340,Lansing,2022 Dec 25 12:00:00 AM,In Person,4,"2,654",Lansing,KS,66043
2008370,Ft Larned,2022 Dec 25 12:00:00 AM,In Person,3,866,Larned,KS,67550
2008400,Lawrence,2022 Dec 25 12:00:00 AM,In Person,21,"11,802",Lawrence,KS,66044
2008430,Leavenworth,2022 Dec 25 12:00:00 AM,In Person,7,"3,814",Leavenworth,KS,66048
2008550,Bluestem,2022 Dec 25 12:00:00 AM,In Person,2,499,Leon,KS,67074
2008610,Leoti,2022 Dec 25 12:00:00 AM,In Person,2,406,Leoti,KS,67861
2008670,LeRoy-Gridley,2022 Dec 25 12:00:00 AM,In Person,3,200,LeRoy,KS,66857
2008730,Liberal,2022 Dec 25 12:00:00 AM,In Person,8,"4,768",Liberal,KS,67901
2008790,Lincoln,2022 Dec 25 12:00:00 AM,In Person,2,336,Lincoln,KS,67455
2008880,Little River,2022 Dec 25 12:00:00 AM,In Person,3,302,Little River,KS,67457
2008910,Logan,2022 Dec 25 12:00:00 AM,In Person,2,135,Logan,KS,67646
2008970,Louisburg,2022 Dec 25 12:00:00 AM,In Person,4,"1,804",Louisburg,KS,66053
2009000,Lyndon,2022 Dec 25 12:00:00 AM,In Person,2,437,Lyndon,KS,66451
2009030,Lyons,2022 Dec 25 12:00:00 AM,In Person,4,810,Lyons,KS,67554
2013020,Jefferson County North,2022 Dec 25 12:00:00 AM,In Person,2,477,Winchester,KS,66097
2013050,Winfield,2022 Dec 25 12:00:00 AM,In Person,6,"2,327",Winfield,KS,67156
2013110,Woodson,2022 Dec 25 12:00:00 AM,In Person,2,476,Yates Center,KS,66783
2100081,Muhlenberg County,2022 Dec 25 12:00:00 AM,In Person,11,"4,692",Powderly,KY,42367
2100090,Anchorage Independent,2022 Dec 25 12:00:00 AM,In Person,1,393,Anchorage,KY,40223
2100120,Anderson County,2022 Dec 25 12:00:00 AM,In Person,8,"3,808",Lawrenceburg,KY,40342
